1.15593,-0.19331,0.922288,0.370601,0.214351,-0.0180248,1.75267
1.92062,-0.263243,2.36408,1.36296,0.217527,0.210469,2.33004
0.880686,-0.222058,1.33096,0.0475358,0.175037,-0.57986,1.67407
0.76884,-0.0596302,0.650072,0.072576,0.0923036,0.371743,1.38135
0.936588,-0.160294,2.20978,0.376287,0.177262,-0.129555,2.46242
0.563082,-0.0841717,1.06292,-0.435357,0.11998,0.304358,1.58388
0.537473,-0.0918252,1.31037,0.115349,0.13551,0.137873,2.3543
0.970309,-0.0903351,0.729697,0.565873,0.120545,0.227404,1.98236
1.10127,-0.162224,1.51766,0.214264,0.132454,0.232895,2.10076
1.30388,-0.0478307,1.54655,0.0909113,0.0759621,0.681004,1.80755
0.740449,-0.0929301,0.99881,-0.204927,0.0853622,0.0610718,1.50259
1.42305,-0.108742,1.13749,0.156608,0.11022,0.330385,1.41905
0.226518,-0.109405,1.3416,-0.252319,0.163089,0.394855,2.50701
0.515834,-0.169365,1.59549,-0.34452,0.178278,-0.264999,2.22962
1.28537,-0.116555,1.2772,0.242012,0.171894,0.307829,1.726
0.465146,-0.195301,3.05387,0.404018,0.188626,-0.528117,2.91386
1.33659,-0.144604,1.99728,0.391785,0.162976,0.020574,2.21031
2.88552,-0.393032,1.19233,1.96203,0.31582,0.0243849,0.208814
-0.767977,-0.536656,-1.8543,-0.874564,0.267926,0.016019,0.502987
0.983493,-0.0776239,1.21038,-0.512833,0.0670868,0.0538636,0.930336
0.638143,-0.138378,0.784536,-0.255455,0.182446,0.044753,1.50036
0.718429,0.0631442,2.04142,0.164137,0.0258858,0.189877,2.49288
1.96697,-0.165976,1.62939,0.0771342,0.151786,0.158799,0.783426
0.844944,0.0127996,1.22448,0.516066,0.0209821,0.319291,2.01881
0.896927,-0.00242436,0.178988,0.35308,0.126727,0.498718,1.15574
0.926724,-0.111378,1.30199,0.0994966,0.0828546,0.204473,1.47249
0.776935,-0.0891671,1.41997,0.541376,0.176269,0.253916,2.13528
1.2594,-0.0325191,0.882686,0.683644,0.132306,0.27351,1.17458
0.296999,-0.0634909,1.05732,0.157068,0.101847,0.0164776,2.25452
1.21332,-0.00370008,-0.298979,0.347972,0.102861,0.786861,0.899544
1.32888,-0.113238,1.19038,0.103853,0.110405,-0.351331,0.909944
0.808123,-0.0239712,1.02248,0.394266,0.182813,-0.087107,1.9797
1.20043,-0.0719385,1.71137,0.92043,0.111862,0.399936,2.21834
0.918623,-0.0609992,1.34123,0.510243,0.157983,-0.120373,1.85227
1.38837,-0.149472,1.32101,0.173359,0.200139,0.218916,1.42011
1.43408,-0.102923,1.93208,0.791837,0.152273,0.260439,1.91618
1.40116,-0.0561555,0.967317,0.947237,0.116091,0.472603,1.78215
1.02045,-0.158434,0.643662,0.0292453,0.18328,0.192851,1.31557
0.74398,-0.0881931,0.555258,0.285072,0.173929,0.0729263,1.45016
1.14269,-0.039036,0.794507,0.289257,0.0650563,0.469668,1.16004
1.12166,-0.195716,0.869562,0.399547,0.253344,-0.0734395,1.21456
0.71432,-0.128098,0.104352,0.462483,0.165812,0.133254,0.945802
2.43556,-0.271253,0.412404,1.13614,0.186078,-0.0671686,0.0997715
1.13454,0.128171,1.1004,0.0342099,-0.0832819,-0.0788531,1.10053
1.04264,-0.368033,-0.317502,-0.831558,0.221371,0.0438494,0.314717
1.40545,-0.23453,1.97914,0.177569,0.283286,-0.0459915,1.23436
1.48244,-0.058057,0.646162,0.479533,0.114344,0.395054,1.03371
1.62998,-0.130706,1.61689,0.07217,0.0578746,0.113389,1.39787
1.24364,-0.0994244,1.56371,0.388208,0.158091,-0.226425,1.74399
1.19023,-0.240505,1.37489,0.237883,0.23807,-0.246372,1.60787
2.48342,-0.211686,1.84381,0.796798,0.150186,0.0384187,1.03242
2.06616,-0.149291,1.72054,0.738208,0.0618427,0.390527,1.29013
0.6686,-0.225024,1.80778,-0.400332,0.0874514,-0.426965,1.73511
1.99092,-0.325668,1.96066,0.659064,0.189321,-0.108274,1.34503
1.7535,-0.11226,1.23575,0.619826,0.130425,0.543846,1.21627
1.12924,-0.131745,1.82175,0.661761,0.24431,0.148207,2.58032
1.7324,-0.140854,1.38887,1.38514,0.190107,0.412224,2.21697
2.0427,-0.249049,1.50206,1.53193,0.218749,0.209276,2.0838
1.43975,-0.113433,1.8103,0.276949,0.123939,-0.130189,1.55764
1.82582,-0.194032,1.46035,0.908726,0.156853,0.435568,1.56626
1.19358,-0.161664,1.40197,0.418527,0.210942,0.119496,2.05508
1.36087,-0.032593,1.26965,0.332464,0.105608,0.289944,1.61044
1.27832,-0.0476479,1.8187,0.137282,0.072919,0.301093,1.79346
0.993657,-0.0277978,1.55062,0.165134,0.0780295,0.163106,1.54958
1.05693,-0.0470917,2.6478,0.301726,0.0848062,-0.135442,1.98579
1.07743,-0.0876826,2.66494,0.320394,0.0875648,-0.0269759,2.30868
1.57953,-0.0688419,1.56217,0.456605,0.0975649,0.245109,1.59356
1.69834,-0.112026,1.96219,0.854284,0.120534,-0.13382,1.78051
0.339152,0.00561502,1.07951,-0.125497,0.0730346,-0.0514588,1.73831
1.80549,-0.0834605,0.356206,0.810991,0.175511,0.813181,0.802629
0.216869,-0.00851619,0.503352,-0.249529,0.1044,-0.304537,1.47432
0.900708,-0.0209825,1.0316,0.14073,0.107766,0.243026,1.88345
0.896335,-0.0457469,1.53677,0.462297,0.123259,0.320117,2.50986
0.806058,0.0323077,0.477651,0.00571362,0.0824526,0.527533,1.44779
0.802137,-0.0565263,0.954723,0.0803123,0.133013,0.117196,1.77968
1.21505,-0.0702695,0.786276,0.0449559,0.0726425,0.118518,1.25373
1.07331,-0.0209272,0.851135,0.552286,0.104869,0.412536,2.00371
1.79773,-0.0855442,0.608698,0.587242,0.0936929,0.301516,0.893117
1.04882,-0.0292217,0.583824,0.20338,0.145981,0.545404,1.42653
0.844932,-0.009534,0.835628,-0.0831062,0.0834341,0.464192,1.68246
0.79221,-0.037444,0.637643,-0.249221,0.138462,0.157563,1.38264
1.05827,-0.122426,1.60596,0.45759,0.170611,-0.155066,2.11593
0.16875,-0.0167375,0.73607,-0.533373,0.114536,0.054705,1.86049
1.33991,-0.0502994,0.79311,1.0249,0.167879,0.480223,1.88168
0.954589,-0.0618274,0.93216,0.840914,0.199219,0.207229,2.12945
1.21232,-0.038672,1.39864,1.06648,0.195464,0.308167,2.25136
1.22939,0.0084181,1.26607,0.849915,0.139923,0.518987,2.1578
1.64512,-0.133328,1.72022,0.698487,0.137005,0.462896,1.64318
1.02187,-0.0175274,1.76848,0.316898,0.145799,0.274755,2.25266
1.75694,-0.0804279,1.22615,0.985753,0.138026,0.778057,1.41249
1.38493,-0.3368,0.960735,0.413149,0.268396,0.258597,1.46824
1.22097,-0.262799,1.46554,0.817285,0.249731,0.0156291,1.63411
1.24957,-0.0871351,0.650727,0.531735,0.170236,-0.0382041,0.936659
1.41217,-0.0532223,0.611364,1.08506,0.233264,0.524073,1.70458
1.00931,0.0277849,1.10038,0.445694,0.106362,-0.374747,1.51584
0.834135,-0.0554845,1.50845,0.061882,0.159126,0.0402759,2.13714
1.27873,-0.181016,1.42353,0.244461,0.156056,0.206032,1.60395
2.11507,-0.364607,2.41374,1.31847,0.231158,-0.0112658,2.10886
1.406,-0.248191,1.52586,0.192334,0.123758,0.00913871,1.3644
0.905112,-0.356985,1.63539,-0.0409281,0.305058,-0.198485,2.0578
1.19518,-0.43577,0.767891,-0.0801655,0.236384,-0.102921,1.39165
