1.87765,-0.591065,2.02549,0.961112,0.290565,0.0642156,2.00938
1.07716,-0.439768,1.10528,0.115957,0.235707,-0.167332,1.78007
1.67725,-0.364545,1.74464,0.593053,0.210207,0.0157729,1.52954
1.18164,-0.158582,1.2467,0.486887,0.107701,-0.402353,1.37988
1.62428,-0.152327,0.505593,0.746053,0.116796,0.433627,1.29866
1.45689,-0.192616,1.37664,0.85464,0.145922,0.312868,1.8539
1.68559,-0.248691,1.99303,0.601084,0.153279,0.00572118,1.80842
1.42144,-0.246457,2.64408,0.635556,0.15793,0.224766,2.26703
1.27085,-0.227232,2.84721,0.364559,0.13967,-0.00962079,2.66316
1.40908,-0.339769,1.80966,0.670814,0.228916,-0.0657933,1.99005
1.97757,-0.287714,1.48505,1.33282,0.240144,0.48143,1.92125
1.77553,-0.145975,1.71602,0.931672,0.183971,0.600686,1.83683
1.50294,-0.251527,2.87225,0.775447,0.199839,0.233183,2.71382
1.05657,-0.203207,1.03529,0.665774,0.209652,0.169885,1.93531
1.18636,-0.214753,1.29203,-0.230471,0.120184,-0.0574355,0.923908
1.16646,-0.168754,1.97399,0.753991,0.172972,0.332529,2.71464
1.01239,-0.0243921,0.293576,0.345589,0.13258,0.468626,1.20563
0.854371,-0.0590303,1.37155,-0.0172943,0.107082,0.0568289,1.67344
1.2649,-0.0418634,1.20272,0.927012,0.207633,0.460594,1.98315
1.46248,-0.580346,-0.265238,0.503038,0.526684,0.454912,0.913398
1.76383,-0.393913,0.932999,0.052455,0.231873,0.291191,0.484633
1.14078,-0.0885301,0.312569,0.150172,0.24321,0.0390361,0.84873
1.62903,-0.46409,0.751144,0.841066,0.378387,0.24388,1.34372
-0.807931,0.567238,1.39545,-1.58972,0.0464487,-0.506827,2.112
1.22167,-0.377487,2.41332,0.417999,0.148422,0.0692232,2.49716
1.10008,-0.262441,2.59702,0.943306,0.189735,0.0128775,3.14946
